from april 19th ~16 to april 20th 8:27
Dette er den første linjen i filen.
378.00;5595116.00;8.00;70.70;7.40;1.90;
379.00;5609913.00;8.00;70.50;7.50;2.20;
380.00;5624717.00;8.10;71.50;8.20;2.20;
381.00;5639514.00;8.10;71.20;6.30;1.70;
382.00;5654310.00;8.10;70.80;5.60;1.40;
383.00;5669106.00;8.10;70.60;6.00;1.40;
384.00;5683906.00;8.00;70.90;10.60;1.80;
385.00;5698703.00;8.00;70.60;13.80;2.00;
386.00;5713500.00;8.00;70.30;9.50;1.90;
387.00;5728296.00;8.00;70.10;6.90;1.70;
388.00;5743092.00;8.00;70.50;6.60;1.90;
389.00;5757889.00;8.00;70.60;7.70;2.40;
390.00;5772686.00;8.00;70.50;7.20;2.20;
391.00;5787483.00;8.00;70.70;6.80;2.00;
392.00;5802278.00;8.00;71.20;7.50;2.10;
393.00;5817075.00;8.00;71.60;8.00;2.10;
394.00;5831872.00;7.90;72.60;9.60;2.20;
395.00;5846669.00;7.90;73.00;9.50;2.20;
396.00;5861466.00;7.90;72.30;9.50;2.60;
397.00;5876275.00;7.90;72.60;10.20;2.60;
398.00;5891070.00;7.90;72.80;10.30;2.40;
399.00;5905867.00;7.90;73.00;9.00;2.30;
400.00;5920663.00;7.90;72.70;7.70;2.40;
401.00;5935460.00;7.90;72.30;9.10;2.60;
402.00;5950256.00;7.90;73.00;8.80;2.60;
403.00;5965052.00;7.90;73.00;6.60;2.60;
404.00;5979848.00;7.90;73.40;6.60;2.20;
405.00;5994645.00;7.80;73.40;10.40;2.50;
406.00;6009441.00;7.80;73.50;17.80;2.70;
407.00;6024238.00;7.80;74.00;20.80;3.00;
408.00;6039034.00;7.80;74.30;14.80;3.60;
409.00;6053834.00;7.70;74.00;11.50;3.10;
410.00;6068631.00;7.80;73.60;12.10;2.70;
411.00;6083427.00;7.80;73.60;9.70;2.90;
412.00;6098224.00;7.80;73.00;9.80;2.90;
413.00;6113020.00;7.80;72.60;12.30;2.60;
414.00;6127816.00;7.70;73.40;12.50;2.30;
415.00;6142613.00;7.80;73.50;9.10;2.30;
416.00;6157409.00;7.80;74.30;6.80;2.40;
417.00;6172206.00;7.70;74.40;9.60;2.60;
418.00;6187002.00;7.70;74.50;10.80;2.60;
419.00;6201799.00;7.70;74.50;12.00;2.40;
420.00;6216595.00;7.70;74.40;10.60;2.30;
421.00;6231395.00;7.70;73.70;7.40;2.20;
422.00;6246197.00;7.70;73.40;7.40;2.00;
423.00;6260994.00;7.70;74.20;7.40;2.10;
424.00;6275789.00;7.70;74.50;8.00;2.20;
425.00;6290585.00;7.70;74.20;7.80;2.20;
426.00;6305382.00;7.70;73.70;8.60;2.30;
427.00;6320179.00;7.70;73.10;11.50;2.20;
428.00;6334976.00;7.70;73.20;10.10;2.20;
429.00;6349771.00;7.70;73.20;8.60;2.20;
430.00;6364568.00;7.70;74.20;7.90;2.50;
431.00;6379364.00;7.70;74.30;7.30;2.40;
432.00;6394161.00;7.70;74.10;7.70;2.10;
433.00;6408956.00;7.70;74.30;7.90;2.10;
434.00;6423757.00;7.70;74.10;11.30;2.30;
435.00;6438553.00;7.70;74.00;11.50;2.20;
436.00;6453350.00;7.70;74.10;10.70;2.10;
437.00;6468146.00;7.70;73.60;11.90;2.30;
438.00;6482942.00;7.70;73.20;18.30;2.40;
439.00;6497748.00;7.70;73.90;17.10;2.30;
440.00;6512544.00;7.70;74.30;9.60;2.20;
441.00;6527341.00;7.70;74.70;8.30;2.30;
442.00;6542137.00;7.70;74.70;11.90;3.10;
443.00;6556934.00;7.60;75.00;16.30;3.50;
444.00;6571729.00;7.70;74.30;12.10;3.00;
445.00;6586526.00;7.70;73.50;7.20;2.40;
446.00;6601325.00;7.60;74.70;12.70;2.90;
447.00;6616122.00;7.70;74.40;16.80;3.00;
448.00;6630919.00;7.70;73.80;10.90;2.40;
449.00;6645715.00;7.70;73.80;7.40;2.10;
450.00;6660512.00;7.70;74.20;8.20;2.20;
451.00;6675309.00;7.70;73.80;7.60;2.40;
452.00;6690105.00;7.80;73.60;11.20;2.20;
453.00;6704902.00;7.80;73.40;11.50;2.40;
454.00;6719698.00;7.70;73.40;8.40;2.20;
455.00;6734495.00;7.70;73.50;6.00;1.80;
456.00;6749292.00;7.80;74.00;8.20;2.30;
457.00;6764088.00;7.80;74.10;8.40;2.20;
458.00;6778888.00;7.80;73.50;6.90;1.90;
459.00;6793684.00;7.80;73.40;9.30;2.20;
460.00;6808481.00;7.80;73.20;8.20;2.10;
461.00;6823278.00;7.80;73.30;8.40;2.20;
462.00;6838074.00;7.80;73.90;9.50;2.20;
463.00;6852870.00;7.80;73.40;11.90;2.30;
464.00;6867666.00;7.70;74.20;11.00;2.60;
465.00;6882463.00;7.70;74.40;9.70;2.20;
466.00;6897299.00;7.70;74.00;9.80;1.80;
467.00;6912095.00;7.70;74.40;7.70;1.90;
468.00;6926892.00;7.70;74.50;13.90;2.20;
469.00;6941688.00;7.70;73.90;12.40;2.10;
470.00;6956485.00;7.70;73.60;5.70;1.90;
471.00;6971285.00;7.70;73.80;7.10;2.30;
472.00;6986082.00;7.60;74.30;12.70;2.30;
473.00;7000888.00;7.70;73.90;14.10;1.90;
474.00;7015685.00;7.70;74.10;8.10;1.60;
475.00;7030481.00;7.70;73.80;5.20;1.80;
476.00;7045278.00;7.70;74.30;7.80;2.20;
477.00;7060074.00;7.70;74.10;7.10;2.30;
478.00;7074871.00;7.70;73.90;7.50;2.20;
479.00;7089668.00;7.60;73.60;9.30;2.30;
480.00;7104463.00;7.60;73.30;8.50;2.10;
481.00;7119266.00;7.60;73.10;8.70;2.10;
482.00;7134064.00;7.70;73.20;8.60;2.30;
483.00;7148863.00;7.60;74.50;8.10;2.00;
484.00;7163660.00;7.60;75.00;7.30;2.30;
485.00;7178456.00;7.60;74.80;6.80;2.30;
486.00;7193252.00;7.60;74.70;6.30;2.10;
487.00;7208049.00;7.60;74.20;8.70;2.20;
488.00;7222846.00;7.60;74.50;11.10;2.40;
489.00;7237643.00;7.60;74.60;8.30;2.30;
490.00;7252439.00;7.60;74.10;6.50;2.40;
491.00;7267235.00;7.60;74.30;5.90;2.40;
492.00;7282032.00;7.60;74.30;7.20;2.10;
493.00;7296829.00;7.60;74.90;9.40;2.30;
494.00;7311626.00;7.60;75.10;10.60;2.20;
495.00;7326423.00;7.60;74.80;12.40;2.40;
496.00;7341222.00;7.60;75.00;9.90;2.50;
497.00;7356019.00;7.50;75.20;8.00;2.20;
498.00;7370815.00;7.50;75.20;8.20;2.10;
499.00;7385612.00;7.50;75.00;7.50;2.50;
500.00;7400409.00;7.60;74.60;7.40;2.80;
501.00;7415205.00;7.50;74.80;8.90;2.70;
502.00;7430002.00;7.60;75.40;12.90;2.70;
503.00;7444798.00;7.60;75.50;16.10;3.40;
504.00;7459595.00;7.50;74.90;16.40;3.20;
505.00;7474392.00;7.60;74.30;15.50;2.40;
506.00;7489188.00;7.60;74.80;16.30;2.50;
507.00;7503985.00;7.60;75.30;15.50;2.50;
508.00;7518786.00;7.50;75.30;10.20;2.30;
509.00;7533582.00;7.60;75.40;8.80;2.30;
510.00;7548389.00;7.50;75.40;8.10;2.30;
511.00;7563186.00;7.50;75.10;9.00;2.20;
512.00;7577981.00;7.50;74.50;9.70;2.30;
513.00;7592777.00;7.50;74.80;6.80;2.00;
514.00;7607574.00;7.50;75.10;8.90;2.30;
